"business_id","date","description"
5010,"20170823","Moderate risk food holding temperature   [ date violation corrected: 8/23/2017 ]"
5010,"20170823","Improper storage of equipment utensils or linens  [ date violation corrected: 8/23/2017 ]"
5010,"20161004","Unclean hands or improper use of gloves  [ date violation corrected: 11/8/2016 ]"
5010,"20161004","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/8/2016 ]"
5010,"20160331","Low risk vermin infestation  [ date violation corrected: 10/4/2016 ]"
5010,"20160331","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/4/2016 ]"
5010,"20160331","Improper food storage  [ date violation corrected: 10/4/2016 ]"
5011,"20171025","Unclean or degraded floors walls or ceilings"
5011,"20171025","Inadequate warewashing facilities or equipment"
5011,"20160902","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/2/2016 ]"
5011,"20160902","Inadequate warewashing facilities or equipment  [ date violation corrected: 10/25/2017 ]"
5011,"20160902","Unclean nonfood contact surfaces  [ date violation corrected: 10/25/2017 ]"
5011,"20160301","No hot water or running water  [ date violation corrected: 3/3/2016 ]"
5011,"20160301","Permit license or inspection report not posted  [ date violation corrected: 9/2/2016 ]"
5011,"20160301","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/3/2016 ]"
5011,"20160301","Unclean nonfood contact surfaces  [ date violation corrected: 9/2/2016 ]"
5016,"20171208","Unclean or degraded floors walls or ceilings"
5016,"20171208","Moderate risk vermin infestation  [ date violation corrected: 12/8/2017 ]"
5016,"20171208","Improper thawing methods   [ date violation corrected: 12/8/2017 ]"
5016,"20171208","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/8/2017 ]"
5016,"20170123","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/13/2017 ]"
5016,"20170123","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/13/2017 ]"
5016,"20170123","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/13/2017 ]"
5016,"20170123","Foods not protected from contamination  [ date violation corrected: 1/13/2017 ]"
5016,"20170123","High risk food holding temperature   [ date violation corrected: 1/13/2017 ]"
5016,"20160614","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/12/2017 ]"
5016,"20160614","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/12/2017 ]"
5016,"20160614","Inadequate warewashing facilities or equipment  [ date violation corrected: 1/12/2017 ]"
5016,"20150408","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/22/2015 ]"
5016,"20150408","Sewage or wastewater contamination  [ date violation corrected: 4/9/2015 ]"
5016,"20150408","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/22/2015 ]"
5016,"20150408","No hot water or running water  [ date violation corrected: 4/9/2015 ]"
5017,"20170221","Improper storage use or identification of toxic substances  [ date violation corrected: 3/2/2017 ]"
5017,"20170221","High risk food holding temperature   [ date violation corrected: 3/2/2017 ]"
5017,"20170221","Improper cooling methods  [ date violation corrected: 3/2/2017 ]"
5017,"20170221","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/2/2017 ]"
5017,"20170221","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/2/2017 ]"
5017,"20160714","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/13/2016 ]"
5017,"20160714","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/13/2016 ]"
5017,"20160714","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/13/2016 ]"
5017,"20160714","Unclean hands or improper use of gloves  [ date violation corrected: 9/13/2016 ]"
5019,"20170428","Unclean or degraded floors walls or ceilings"
5025,"20171003","Moderate risk food holding temperature "
5025,"20171003","Unclean or degraded floors walls or ceilings"
5025,"20171003","Permit license or inspection report not posted"
5025,"20170314","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/30/2017 ]"
5025,"20170314","Unclean nonfood contact surfaces  [ date violation corrected: 8/30/2017 ]"
5025,"20160804","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/28/2017 ]"
5025,"20160804","Moderate risk food holding temperature   [ date violation corrected: 2/28/2017 ]"
5025,"20160804","Unclean nonfood contact surfaces  [ date violation corrected: 2/28/2017 ]"
5025,"20160222","Unclean nonfood contact surfaces  [ date violation corrected: 8/2/2016 ]"
5025,"20160222","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/2/2016 ]"
5025,"20150821","Moderate risk food holding temperature   [ date violation corrected: 2/1/2016 ]"
5032,"20170627","Unapproved or unmaintained equipment or utensils"
5032,"20170627","Food in poor condition"
5032,"20160923","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/27/2017 ]"
5032,"20160923","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/27/2017 ]"
5033,"20170920","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/4/2017 ]"
5033,"20170920","Moderate risk vermin infestation  [ date violation corrected: 10/4/2017 ]"
5033,"20170822","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/20/2017 ]"
5033,"20170822","Permit license or inspection report not posted  [ date violation corrected: 9/20/2017 ]"
5033,"20170822","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/20/2017 ]"
5033,"20170822","Moderate risk vermin infestation  [ date violation corrected: 9/20/2017 ]"
5033,"20170207","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/22/2017 ]"
5033,"20170207","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/22/2017 ]"
5033,"20170207","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/22/2017 ]"
5033,"20170104","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/7/2017 ]"
5033,"20170104","Moderate risk food holding temperature   [ date violation corrected: 1/4/2017 ]"
5033,"20170104","Food safety certificate or food handler card not available  [ date violation corrected: 2/7/2017 ]"
5033,"20170104","Inadequate ventilation or lighting  [ date violation corrected: 2/7/2017 ]"
5033,"20170104","Unclean nonfood contact surfaces  [ date violation corrected: 2/7/2017 ]"
5033,"20170104","Permit license or inspection report not posted  [ date violation corrected: 2/7/2017 ]"
5033,"20160414","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/4/2017 ]"
5033,"20160414","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/4/2017 ]"
5033,"20160414","Food safety certificate or food handler card not available  [ date violation corrected: 1/4/2017 ]"
5033,"20150306","Moderate risk vermin infestation  [ date violation corrected: 4/14/2016 ]"
5038,"20180102","Unclean or degraded floors walls or ceilings"
5038,"20180102","Food safety certificate or food handler card not available"
5038,"20180102","High risk food holding temperature   [ date violation corrected: 1/2/2018 ]"
5038,"20160528","Improper thawing methods   [ date violation corrected: 1/2/2018 ]"
5038,"20160528","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/2/2018 ]"
5038,"20160528","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/2/2018 ]"
5038,"20150126","Improper storage use or identification of toxic substances  [ date violation corrected: 1/26/2015 ]"
5038,"20150126","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/28/2016 ]"
5039,"20170314","Improper storage use or identification of toxic substances"
5039,"20170314","Inadequate and inaccessible handwashing facilities"
5039,"20170314","Foods not protected from contamination"
5039,"20170314","Inadequately cleaned or sanitized food contact surfaces"
5039,"20160329","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/30/2016 ]"
5039,"20160329","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/29/2016 ]"
5039,"20160329","Unclean nonfood contact surfaces  [ date violation corrected: 3/30/2016 ]"
5049,"20160804","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/12/2016 ]"
5049,"20160804","High risk food holding temperature   [ date violation corrected: 8/12/2016 ]"
5049,"20160804","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/12/2016 ]"
5049,"20160804","No hot water or running water  [ date violation corrected: 8/5/2016 ]"
5049,"20160804","Foods not protected from contamination  [ date violation corrected: 8/12/2016 ]"
5053,"20170130","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/30/2016 ]"
5053,"20170130","Improper or defective plumbing"
5053,"20170130","Low risk vermin infestation"
5053,"20160609","No thermometers or uncalibrated thermometers   [ date violation corrected: 7/6/2016 ]"
5053,"20160609","High risk food holding temperature   [ date violation corrected: 7/6/2016 ]"
5071,"20170210","Insufficient hot water or running water"
5071,"20170210","Improper food storage"
5071,"20170210","Moderate risk food holding temperature "
5071,"20160322","Moderate risk food holding temperature   [ date violation corrected: 2/10/2017 ]"
5071,"20160322","Unclean nonfood contact surfaces  [ date violation corrected: 2/10/2017 ]"
5071,"20160322","Food safety certificate or food handler card not available  [ date violation corrected: 2/10/2017 ]"
5071,"20160322","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/10/2017 ]"
5071,"20160322","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/10/2017 ]"
5071,"20160322","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/10/2017 ]"
5074,"20170829","Inadequately cleaned or sanitized food contact surfaces"
5074,"20170829","Unclean or degraded floors walls or ceilings"
5074,"20170130","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/29/2017 ]"
5074,"20170130","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/29/2017 ]"
5074,"20170130","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/29/2017 ]"
5074,"20160610","Moderate risk food holding temperature   [ date violation corrected: 1/30/2017 ]"
5074,"20160610","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/30/2017 ]"
5074,"20160610","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/30/2017 ]"
5074,"20160610","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/30/2017 ]"
5074,"20150428","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/5/2015 ]"
5074,"20150428","No thermometers or uncalibrated thermometers   [ date violation corrected: 5/5/2015 ]"
5074,"20150428","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/5/2015 ]"
5074,"20150428","High risk food holding temperature   [ date violation corrected: 6/10/2016 ]"
5074,"20150428","Unclean nonfood contact surfaces  [ date violation corrected: 5/5/2015 ]"
5077,"20150303","Moderate risk food holding temperature   [ date violation corrected: 3/3/2015 ]"
