"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at: http://cait.wri.org.  Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2 emissions from fuel combustion data should be cited as CO2 Emissions from Fuel Combustion, ©OECD/IEA, 2014.",,
Country,Year,Total CO2 Emissions Excluding Land-Use Change and Forestry (MtCO2)
Djibouti,1901,
Dominica,1901,
Dominican Republic,1901,
Ecuador,1901,
Egypt,1901,
El Salvador,1901,
Equatorial Guinea,1901,
Eritrea,1901,
Estonia,1901,0.6175
Ethiopia,1901,
European Union (15),1901,993.0796
European Union (28),1901,1119.8233
Fiji,1901,
Finland,1901,0.4214
France,1901,125.0047
Gabon,1901,
"Gambia, The",1901,
Georgia,1901,0.5108
Germany,1901,325.5574
Ghana,1901,
Greece,1901,0.4177
Grenada,1901,
Guatemala,1901,
Guinea,1901,
Guinea-Bissau,1901,
Guyana,1901,
Haiti,1901,
Honduras,1901,
Hungary,1901,9.618
Iceland,1901,
India,1901,14.3959
Indonesia,1901,2.2424
Iran,1901,
Iraq,1901,
Ireland,1901,
Israel,1901,
Italy,1901,13.5165
Jamaica,1901,
Japan,1901,
Jordan,1901,
Kazakhstan,1901,5.5598
Kenya,1901,
Kiribati,1901,
"Korea, Dem. Rep. (North)",1901,
"Korea, Rep. (South)",1901,
Kuwait,1901,
Kyrgyzstan,1901,0.3485
Laos,1901,
Latvia,1901,0.346
Lebanon,1901,
Lesotho,1901,
Liberia,1901,
Libya,1901,
Lithuania,1901,0.5769
Luxembourg,1901,
"Macedonia, FYR",1901,0.0718
Madagascar,1901,
Malawi,1901,
Malaysia,1901,0.0476
Maldives,1901,
Mali,1901,
Malta,1901,
Mauritania,1901,
Mauritius,1901,
Mexico,1901,1.3117
Moldova,1901,0.5088
Mongolia,1901,
Montenegro,1901,
Morocco,1901,
Mozambique,1901,
Myanmar,1901,
Namibia,1901,
Nauru,1901,
Nepal,1901,
Netherlands,1901,14.3116
New Zealand,1901,2.7407
Nicaragua,1901,
Niger,1901,
Nigeria,1901,
Niue,1901,
Norway,1901,3.8912
Oman,1901,
Pakistan,1901,
Palau,1901,
Panama,1901,
Papua New Guinea,1901,
Paraguay,1901,
Peru,1901,0.2418
Philippines,1901,
Poland,1901,66.8973
Portugal,1901,2.3889
Qatar,1901,
Romania,1901,1.5975
Russian Federation,1901,47.5179
Rwanda,1901,
Saint Kitts & Nevis,1901,
Saint Lucia,1901,
Saint Vincent & Grenadines,1901,
Samoa,1901,
Sao Tome & Principe,1901,
Saudi Arabia,1901,
Senegal,1901,
Serbia,1901,0.4149
Seychelles,1901,
Sierra Leone,1901,
Singapore,1901,
Slovakia,1901,10.0823
Slovenia,1901,0.1108
Solomon Islands,1901,
South Africa,1901,3.9095
Spain,1901,11.8054
Sri Lanka,1901,
Sudan,1901,
Suriname,1901,
Swaziland,1901,
Sweden,1901,8.5225
Switzerland,1901,5.1846
Syria,1901,
Tajikistan,1901,0.1763
Tanzania,1901,
Thailand,1901,
Togo,1901,
Tonga,1901,
Trinidad & Tobago,1901,
Tunisia,1901,
Turkey,1901,0.949
Turkmenistan,1901,0.8187
Uganda,1901,
Ukraine,1901,13.5831
United Arab Emirates,1901,
United Kingdom,1901,410.7014
United States,1901,721.5259
Uruguay,1901,
Uzbekistan,1901,2.8377
Vanuatu,1901,
Venezuela,1901,
Vietnam,1901,0.502
World,1901,2026.192
Yemen,1901,
Zambia,1901,
Zimbabwe,1901,
Afghanistan,1902,
Albania,1902,
Algeria,1902,0
Angola,1902,
Antigua & Barbuda,1902,
Argentina,1902,2.814
Armenia,1902,0.2832
Australia,1902,11.3914
Austria,1902,25.6553
Azerbaijan,1902,1.0782
"Bahamas, The",1902,
Bahrain,1902,
Bangladesh,1902,
Barbados,1902,
Belarus,1902,2.3358
Belgium,1902,48.8558
Belize,1902,
Benin,1902,
Bhutan,1902,
Bolivia,1902,
Bosnia & Herzegovina,1902,0.1234
Botswana,1902,
Brazil,1902,2.5062
Brunei,1902,
Bulgaria,1902,0.2382
Burkina Faso,1902,
Burundi,1902,
Cambodia,1902,
Cameroon,1902,
Canada,1902,25.648
Cape Verde,1902,
Central African Republic,1902,
Chad,1902,
Chile,1902,1.9602
China,1902,0.0953
Colombia,1902,
Comoros,1902,
"Congo, Dem. Rep.",1902,
"Congo, Rep.",1902,
Cook Islands,1902,
Costa Rica,1902,
Cote d'Ivoire,1902,
Croatia,1902,0.1338
Cuba,1902,
Cyprus,1902,
Czech Republic,1902,36.9714
Denmark,1902,5.5033
Djibouti,1902,
Dominica,1902,
Dominican Republic,1902,
Ecuador,1902,
Egypt,1902,
El Salvador,1902,
Equatorial Guinea,1902,
Eritrea,1902,
Estonia,1902,0.5964
Ethiopia,1902,
European Union (15),1902,997.4361
European Union (28),1902,1122.5137
Fiji,1902,
Finland,1902,0.3994
France,1902,117.6657
Gabon,1902,
"Gambia, The",1902,
Georgia,1902,0.4933
Germany,1902,319.1857
Ghana,1902,
Greece,1902,0.3334
Grenada,1902,
Guatemala,1902,
Guinea,1902,
Guinea-Bissau,1902,
Guyana,1902,
Haiti,1902,
Honduras,1902,
Hungary,1902,8.8449
Iceland,1902,
India,1902,15.8798
Indonesia,1902,1.5389
Iran,1902,0
Iraq,1902,
Ireland,1902,
Israel,1902,
Italy,1902,15.0151
Jamaica,1902,
Japan,1902,
Jordan,1902,
Kazakhstan,1902,5.3699
Kenya,1902,
Kiribati,1902,
"Korea, Dem. Rep. (North)",1902,
"Korea, Rep. (South)",1902,
Kuwait,1902,
Kyrgyzstan,1902,0.3366
Laos,1902,
Latvia,1902,0.3342
Lebanon,1902,
Lesotho,1902,
Liberia,1902,
Libya,1902,
Lithuania,1902,0.5572
Luxembourg,1902,
"Macedonia, FYR",1902,0.0673
Madagascar,1902,
Malawi,1902,
Malaysia,1902,0.0513
Maldives,1902,
Mali,1902,
Malta,1902,
Mauritania,1902,
Mauritius,1902,
Mexico,1902,1.4253
Moldova,1902,0.4914
Mongolia,1902,
Montenegro,1902,
Morocco,1902,
Mozambique,1902,
Myanmar,1902,
Namibia,1902,
Nauru,1902,
Nepal,1902,
Netherlands,1902,14.3006
New Zealand,1902,3.0411
Nicaragua,1902,
Niger,1902,
Nigeria,1902,
Niue,1902,
Norway,1902,4.2429
Oman,1902,
Pakistan,1902,
Palau,1902,
Panama,1902,
Papua New Guinea,1902,
Paraguay,1902,
Peru,1902,0.0989
Philippines,1902,
Poland,1902,65.4903
Portugal,1902,2.6198
Qatar,1902,
Romania,1902,1.5902
Russian Federation,1902,45.8947
Rwanda,1902,
Saint Kitts & Nevis,1902,
Saint Lucia,1902,
Saint Vincent & Grenadines,1902,
Samoa,1902,
Sao Tome & Principe,1902,
Saudi Arabia,1902,
Senegal,1902,
Serbia,1902,0.3888
Seychelles,1902,
Sierra Leone,1902,
Singapore,1902,
Slovakia,1902,10.2172
Slovenia,1902,0.1038
Solomon Islands,1902,
South Africa,1902,5.8258
Spain,1902,12.3367
Sri Lanka,1902,
Sudan,1902,
Suriname,1902,
Swaziland,1902,
Sweden,1902,8.9255
Switzerland,1902,5.2359
Syria,1902,
Tajikistan,1902,0.1703
Tanzania,1902,
Thailand,1902,
Togo,1902,
Tonga,1902,
Trinidad & Tobago,1902,
Tunisia,1902,
Turkey,1902,1.0479
Turkmenistan,1902,0.7908
Uganda,1902,
Ukraine,1902,13.1191
United Arab Emirates,1902,
United Kingdom,1902,426.6398
United States,1902,764.4936
Uruguay,1902,
Uzbekistan,1902,2.7408
Vanuatu,1902,
Venezuela,1902,
Vietnam,1902,0.3994
World,1902,2073.824
Yemen,1902,
Zambia,1902,
Zimbabwe,1902,
Afghanistan,1903,
Albania,1903,
Algeria,1903,0
Angola,1903,
Antigua & Barbuda,1903,
Argentina,1903,2.8616
Armenia,1903,0.277
Australia,1903,11.2192
Austria,1903,25.5491
Azerbaijan,1903,1.0547
"Bahamas, The",1903,
Bahrain,1903,
Bangladesh,1903,
Barbados,1903,
Belarus,1903,2.2849
Belgium,1903,52.6297
Belize,1903,
Benin,1903,
Bhutan,1903,
Bolivia,1903,
Bosnia & Herzegovina,1903,0.1339
Botswana,1903,
Brazil,1903,2.4402
Brunei,1903,
Bulgaria,1903,0.2345
Burkina Faso,1903,
Burundi,1903,
Cambodia,1903,
Cameroon,1903,
Canada,1903,27.96
Cape Verde,1903,
Central African Republic,1903,
Chad,1903,
Chile,1903,2.1618
China,1903,1.9639
Colombia,1903,
Comoros,1903,
"Congo, Dem. Rep.",1903,
"Congo, Rep.",1903,
Cook Islands,1903,
Costa Rica,1903,
Cote d'Ivoire,1903,
Croatia,1903,0.1452
Cuba,1903,
Cyprus,1903,
Czech Republic,1903,37.6661
Denmark,1903,5.7268
Djibouti,1903,
Dominica,1903,
Dominican Republic,1903,
Ecuador,1903,
Egypt,1903,
El Salvador,1903,
Equatorial Guinea,1903,
Eritrea,1903,
Estonia,1903,0.5834
Ethiopia,1903,
European Union (15),1903,1042.8587
European Union (28),1903,1172.3905
Fiji,1903,
Finland,1903,0.513
France,1903,129.3429
Gabon,1903,
"Gambia, The",1903,
Georgia,1903,0.4825
Germany,1903,343.5953
Ghana,1903,
Greece,1903,0.3994
Grenada,1903,
Guatemala,1903,
Guinea,1903,
Guinea-Bissau,1903,
Guyana,1903,
Haiti,1903,
Honduras,1903,
Hungary,1903,9.1747
Iceland,1903,
India,1903,16.1656
Indonesia,1903,3.0008
Iran,1903,0
Iraq,1903,
Ireland,1903,
Israel,1903,
Italy,1903,15.3155
Jamaica,1903,
Japan,1903,
Jordan,1903,
Kazakhstan,1903,5.2527
Kenya,1903,
Kiribati,1903,
"Korea, Dem. Rep. (North)",1903,
"Korea, Rep. (South)",1903,
Kuwait,1903,
Kyrgyzstan,1903,0.3292
Laos,1903,
Latvia,1903,0.3269
Lebanon,1903,
Lesotho,1903,
Liberia,1903,
Libya,1903,
Lithuania,1903,0.5451
Luxembourg,1903,
"Macedonia, FYR",1903,0.073
Madagascar,1903,
Malawi,1903,
Malaysia,1903,0.0513
Maldives,1903,
Mali,1903,
Malta,1903,
Mauritania,1903,
Mauritius,1903,
Mexico,1903,1.5572
Moldova,1903,0.4807
Mongolia,1903,
Montenegro,1903,
Morocco,1903,
Mozambique,1903,
Myanmar,1903,
Namibia,1903,
Nauru,1903,
Nepal,1903,
Netherlands,1903,15.2972
New Zealand,1903,3.1694
Nicaragua,1903,
Niger,1903,
Nigeria,1903,
Niue,1903,
Norway,1903,4.2356
Oman,1903,
Pakistan,1903,
Palau,1903,
Panama,1903,
Papua New Guinea,1903,
Paraguay,1903,
Peru,1903,0.2125
Philippines,1903,
Poland,1903,68.4875
Portugal,1903,2.5245
Qatar,1903,
Romania,1903,1.8467
Russian Federation,1903,44.8938
Rwanda,1903,
Saint Kitts & Nevis,1903,
Saint Lucia,1903,
Saint Vincent & Grenadines,1903,
Samoa,1903,
Sao Tome & Principe,1903,
Saudi Arabia,1903,
Senegal,1903,
Serbia,1903,0.4219
Seychelles,1903,
Sierra Leone,1903,
Singapore,1903,
Slovakia,1903,10.4092
Slovenia,1903,0.1127
Solomon Islands,1903,
South Africa,1903,7.7823
Spain,1903,12.1755
Sri Lanka,1903,
Sudan,1903,
Suriname,1903,
Swaziland,1903,
Sweden,1903,9.8049
Switzerland,1903,5.6719
Syria,1903,
Tajikistan,1903,0.1666
Tanzania,1903,
Thailand,1903,
Togo,1903,
Tonga,1903,
Trinidad & Tobago,1903,
Tunisia,1903,
Turkey,1903,1.2055
Turkmenistan,1903,0.7735
Uganda,1903,
Ukraine,1903,12.833
United Arab Emirates,1903,
United Kingdom,1903,429.9851
United States,1903,894.4044
Uruguay,1903,
Uzbekistan,1903,2.681
Vanuatu,1903,
Venezuela,1903,
Vietnam,1903,0.5569
World,1903,2260.688
Yemen,1903,
Zambia,1903,
Zimbabwe,1903,0.1136
Afghanistan,1904,
Albania,1904,
Algeria,1904,0
Angola,1904,
Antigua & Barbuda,1904,
Argentina,1904,3.7959
Armenia,1904,0.3082
Australia,1904,11.5489
Austria,1904,26.9267
Azerbaijan,1904,1.1734
"Bahamas, The",1904,
Bahrain,1904,
Bangladesh,1904,
Barbados,1904,
Belarus,1904,2.5421
Belgium,1904,50.3507
Belize,1904,
Benin,1904,
Bhutan,1904,
Bolivia,1904,
Bosnia & Herzegovina,1904,0.1428
Botswana,1904,
Brazil,1904,2.6198
Brunei,1904,
Bulgaria,1904,0.3004
Burkina Faso,1904,
Burundi,1904,
Cambodia,1904,
Cameroon,1904,
Canada,1904,33.0969
Cape Verde,1904,
Central African Republic,1904,
Chad,1904,
Chile,1904,1.9676
China,1904,2.0885
Colombia,1904,
Comoros,1904,
"Congo, Dem. Rep.",1904,
"Congo, Rep.",1904,
Cook Islands,1904,
Costa Rica,1904,
Cote d'Ivoire,1904,
Croatia,1904,0.1548
Cuba,1904,
Cyprus,1904,
Czech Republic,1904,38.0336
Denmark,1904,6.1775
Djibouti,1904,
Dominica,1904,
Dominican Republic,1904,
Ecuador,1904,
Egypt,1904,
El Salvador,1904,
Equatorial Guinea,1904,
Eritrea,1904,
Estonia,1904,0.6491
Ethiopia,1904,
European Union (15),1904,1056.7049
European Union (28),1904,1188.2937
Fiji,1904,
Finland,1904,0.5276
France,1904,125.9976
Gabon,1904,
"Gambia, The",1904,
Georgia,1904,0.5369
Germany,1904,356.1261
Ghana,1904,
Greece,1904,0.3554
Grenada,1904,
Guatemala,1904,
Guinea,1904,
Guinea-Bissau,1904,
Guyana,1904,
Haiti,1904,
Honduras,1904,
Hungary,1904,9.2772
Iceland,1904,
India,1904,18.0672
Indonesia,1904,3.3672
Iran,1904,
Iraq,1904,
Ireland,1904,
Israel,1904,
Italy,1904,16.1839
Jamaica,1904,
Japan,1904,
Jordan,1904,
Kazakhstan,1904,5.8441
Kenya,1904,
Kiribati,1904,
"Korea, Dem. Rep. (North)",1904,
"Korea, Rep. (South)",1904,
Kuwait,1904,
Kyrgyzstan,1904,0.3663
Laos,1904,
Latvia,1904,0.3637
Lebanon,1904,
Lesotho,1904,
Liberia,1904,
Libya,1904,
Lithuania,1904,0.6065
Luxembourg,1904,
"Macedonia, FYR",1904,0.0778
Madagascar,1904,
Malawi,1904,
Malaysia,1904,0.033
Maldives,1904,
Mali,1904,
Malta,1904,
Mauritania,1904,
Mauritius,1904,
Mexico,1904,1.7184
Moldova,1904,0.5348
Mongolia,1904,
Montenegro,1904,
Morocco,1904,
Mozambique,1904,
Myanmar,1904,
Namibia,1904,
Nauru,1904,
Nepal,1904,
Netherlands,1904,16.1692
New Zealand,1904,3.4332
Nicaragua,1904,
Niger,1904,
Nigeria,1904,
Niue,1904,
Norway,1904,4.1586
Oman,1904,
Pakistan,1904,
Palau,1904,
Panama,1904,
Papua New Guinea,1904,
Paraguay,1904,
Peru,1904,0.2785
Philippines,1904,
Poland,1904,69.3815
Portugal,1904,2.5795
Qatar,1904,
Romania,1904,2.1911
Russian Federation,1904,49.9481
Rwanda,1904,
Saint Kitts & Nevis,1904,
Saint Lucia,1904,
Saint Vincent & Grenadines,1904,
Samoa,1904,
Sao Tome & Principe,1904,
Saudi Arabia,1904,
Senegal,1904,
Serbia,1904,0.4498
Seychelles,1904,
Sierra Leone,1904,
Singapore,1904,
Slovakia,1904,10.5107
Slovenia,1904,0.1201
Solomon Islands,1904,
South Africa,1904,8.768
Spain,1904,12.9925
Sri Lanka,1904,
Sudan,1904,
Suriname,1904,
Swaziland,1904,
Sweden,1904,10.3252
Switzerland,1904,5.9613
Syria,1904,
Tajikistan,1904,0.1853
Tanzania,1904,
Thailand,1904,
Togo,1904,
Tonga,1904,
Trinidad & Tobago,1904,
Tunisia,1904,
Turkey,1904,1.3667
Turkmenistan,1904,0.8606
Uganda,1904,
Ukraine,1904,14.2778
United Arab Emirates,1904,
United Kingdom,1904,431.9929
United States,1904,880.2247
Uruguay,1904,
Uzbekistan,1904,2.9828
Vanuatu,1904,
Venezuela,1904,0.0037
Vietnam,1904,0.8024
World,1904,2286.336
Yemen,1904,
Zambia,1904,
Zimbabwe,1904,0.1429
Afghanistan,1905,
Albania,1905,
Algeria,1905,0
Angola,1905,
Antigua & Barbuda,1905,
Argentina,1905,3.9828
Armenia,1905,0.2751
Australia,1905,12.0509
Austria,1905,28.1065
Azerbaijan,1905,1.0474
"Bahamas, The",1905,
Bahrain,1905,
Bangladesh,1905,
Barbados,1905,
Belarus,1905,2.2691
Belgium,1905,50.2664
Belize,1905,
Benin,1905,
Bhutan,1905,
Bolivia,1905,
Bosnia & Herzegovina,1905,0.155
Botswana,1905,
Brazil,1905,2.7993
Brunei,1905,
Bulgaria,1905,0.3591
Burkina Faso,1905,
Burundi,1905,
Cambodia,1905,
Cameroon,1905,
Canada,1905,35.3869
Cape Verde,1905,
Central African Republic,1905,
Chad,1905,
Chile,1905,2.0775
China,1905,2.2973
Colombia,1905,
Comoros,1905,
"Congo, Dem. Rep.",1905,
"Congo, Rep.",1905,
Cook Islands,1905,
Costa Rica,1905,
Cote d'Ivoire,1905,
Croatia,1905,0.168
Cuba,1905,
Cyprus,1905,
Czech Republic,1905,39.1532
Denmark,1905,6.009
Djibouti,1905,
Dominica,1905,
Dominican Republic,1905,
Ecuador,1905,
Egypt,1905,
El Salvador,1905,
Equatorial Guinea,1905,
Eritrea,1905,
Estonia,1905,0.5794
Ethiopia,1905,
European Union (15),1905,1093.3669
European Union (28),1905,1232.419
Fiji,1905,
Finland,1905,0.5862
France,1905,127.4266
Gabon,1905,
"Gambia, The",1905,
Georgia,1905,0.4792
Germany,1905,382.3237
Ghana,1905,
Greece,1905,0.2785
Grenada,1905,
Guatemala,1905,
Guinea,1905,
Guinea-Bissau,1905,
Guyana,1905,
Haiti,1905,
Honduras,1905,
Hungary,1905,9.4311
Iceland,1905,
India,1905,18.4739
Indonesia,1905,4.133
Iran,1905,0
Iraq,1905,
Ireland,1905,
Israel,1905,
Italy,1905,17.8437
Jamaica,1905,
Japan,1905,
Jordan,1905,
Kazakhstan,1905,5.2166
Kenya,1905,
Kiribati,1905,
"Korea, Dem. Rep. (North)",1905,0.0046
"Korea, Rep. (South)",1905,0.01
Kuwait,1905,
Kyrgyzstan,1905,0.327
Laos,1905,
Latvia,1905,0.3246
Lebanon,1905,
Lesotho,1905,
Liberia,1905,
Libya,1905,
Lithuania,1905,0.5413
Luxembourg,1905,
"Macedonia, FYR",1905,0.0845
Madagascar,1905,
Malawi,1905,
Malaysia,1905,0.0403
Maldives,1905,
Mali,1905,
Malta,1905,
Mauritania,1905,
Mauritius,1905,
Mexico,1905,1.7074
Moldova,1905,0.4774
Mongolia,1905,
Montenegro,1905,
Morocco,1905,
Mozambique,1905,
Myanmar,1905,
Namibia,1905,
Nauru,1905,
Nepal,1905,
Netherlands,1905,16.5943
New Zealand,1905,3.5394
Nicaragua,1905,
Niger,1905,
Nigeria,1905,
Niue,1905,
Norway,1905,4.1513
Oman,1905,
Pakistan,1905,
Palau,1905,
Panama,1905,
Papua New Guinea,1905,
Paraguay,1905,
Peru,1905,0.3517
Philippines,1905,
Poland,1905,74.8848
Portugal,1905,2.5208
Qatar,1905,
Romania,1905,2.6601
Russian Federation,1905,44.5849
Rwanda,1905,
Saint Kitts & Nevis,1905,
Saint Lucia,1905,
Saint Vincent & Grenadines,1905,
Samoa,1905,
Sao Tome & Principe,1905,
Saudi Arabia,1905,
Senegal,1905,
Serbia,1905,0.4881
Seychelles,1905,
Sierra Leone,1905,
Singapore,1905,
Slovakia,1905,10.8201
Slovenia,1905,0.1304
Solomon Islands,1905,
South Africa,1905,10.0284
Spain,1905,13.5715
Sri Lanka,1905,
Sudan,1905,
Suriname,1905,
Swaziland,1905,
Sweden,1905,10.1676
Switzerland,1905,6.2398
Syria,1905,
Tajikistan,1905,0.1654
Tanzania,1905,
Thailand,1905,
Togo,1905,
Tonga,1905,
Trinidad & Tobago,1905,
Tunisia,1905,
Turkey,1905,1.5316
Turkmenistan,1905,0.7682
Uganda,1905,
Ukraine,1905,12.7447
United Arab Emirates,1905,
United Kingdom,1905,437.6721
United States,1905,984.4985
Uruguay,1905,
Uzbekistan,1905,2.6625
Vanuatu,1905,
Venezuela,1905,
Vietnam,1905,0.7914
World,1905,2432.896
Yemen,1905,
Zambia,1905,
Zimbabwe,1905,0.2345
Afghanistan,1906,
Albania,1906,
Algeria,1906,
Angola,1906,
Antigua & Barbuda,1906,
Argentina,1906,6.2544
Armenia,1906,0.3137
Australia,1906,14.3592
Austria,1906,33.5366
Azerbaijan,1906,1.1947
"Bahamas, The",1906,
Bahrain,1906,
Bangladesh,1906,
Barbados,1906,
Belarus,1906,2.5882
Belgium,1906,57.4955
Belize,1906,
Benin,1906,
Bhutan,1906,
Bolivia,1906,
Bosnia & Herzegovina,1906,0.1854
Botswana,1906,
Brazil,1906,3.206
Brunei,1906,
Bulgaria,1906,0.3151
Burkina Faso,1906,
Burundi,1906,
Cambodia,1906,
Cameroon,1906,
Canada,1906,37.3911
Cape Verde,1906,
Central African Republic,1906,
Chad,1906,
Chile,1906,2.4402
China,1906,17.1109
Colombia,1906,
Comoros,1906,
"Congo, Dem. Rep.",1906,
"Congo, Rep.",1906,
Cook Islands,1906,
Costa Rica,1906,
Cote d'Ivoire,1906,
Croatia,1906,0.201
Cuba,1906,
Cyprus,1906,
Czech Republic,1906,40.887
Denmark,1906,6.5439
Djibouti,1906,
Dominica,1906,
Dominican Republic,1906,
Ecuador,1906,
Egypt,1906,
El Salvador,1906,
Equatorial Guinea,1906,
Eritrea,1906,
Estonia,1906,0.6608
Ethiopia,1906,
European Union (15),1906,1117.509
European Union (28),1906,1264.4734
Fiji,1906,
Finland,1906,0.6156
France,1906,136.5683
Gabon,1906,
"Gambia, The",1906,
Georgia,1906,0.5466
Germany,1906,361.9409
Ghana,1906,
Greece,1906,0.2601
Grenada,1906,
Guatemala,1906,
Guinea,1906,
Guinea-Bissau,1906,
Guyana,1906,
Haiti,1906,
Honduras,1906,
Hungary,1906,10.1676
Iceland,1906,
India,1906,21.3428
Indonesia,1906,4.4518
Iran,1906,0.0037
Iraq,1906,
Ireland,1906,
Israel,1906,
Italy,1906,21.09
Jamaica,1906,
Japan,1906,
Jordan,1906,
Kazakhstan,1906,5.9502
Kenya,1906,
Kiribati,1906,
"Korea, Dem. Rep. (North)",1906,
"Korea, Rep. (South)",1906,
Kuwait,1906,
Kyrgyzstan,1906,0.3729
Laos,1906,
Latvia,1906,0.3703
Lebanon,1906,
Lesotho,1906,
Liberia,1906,
Libya,1906,
Lithuania,1906,0.6175
Luxembourg,1906,
"Macedonia, FYR",1906,0.1011
Madagascar,1906,
Malawi,1906,
Malaysia,1906,0.0366
Maldives,1906,
Mali,1906,
Malta,1906,
Mauritania,1906,
Mauritius,1906,
Mexico,1906,1.9163
Moldova,1906,0.5445
Mongolia,1906,
Montenegro,1906,
Morocco,1906,
Mozambique,1906,
Myanmar,1906,
Namibia,1906,
Nauru,1906,
Nepal,1906,
Netherlands,1906,18.0562
New Zealand,1906,3.8619
Nicaragua,1906,
Niger,1906,
Nigeria,1906,
Niue,1906,
Norway,1906,4.2246
Oman,1906,
Pakistan,1906,
Palau,1906,
Panama,1906,
Papua New Guinea,1906,
Paraguay,1906,
Peru,1906,0.4287
Philippines,1906,
Poland,1906,78.6917
Portugal,1906,2.8982
Qatar,1906,
Romania,1906,3.598
Russian Federation,1906,50.8543
Rwanda,1906,
Saint Kitts & Nevis,1906,
Saint Lucia,1906,
Saint Vincent & Grenadines,1906,
Samoa,1906,
Sao Tome & Principe,1906,
Saudi Arabia,1906,
Senegal,1906,
Serbia,1906,0.584
Seychelles,1906,
Sierra Leone,1906,
Singapore,1906,
Slovakia,1906,11.2993
Slovenia,1906,0.156
Solomon Islands,1906,
South Africa,1906,11.4647
Spain,1906,13.8609
Sri Lanka,1906,
Sudan,1906,
Suriname,1906,
Swaziland,1906,
Sweden,1906,11.2924
Switzerland,1906,6.8956
Syria,1906,
Tajikistan,1906,0.1887
Tanzania,1906,
Thailand,1906,
Togo,1906,
Tonga,1906,
Trinidad & Tobago,1906,
Tunisia,1906,
Turkey,1906,1.5792
Turkmenistan,1906,0.8762
Uganda,1906,
Ukraine,1906,14.5368
United Arab Emirates,1906,
United Kingdom,1906,453.3504
United States,1906,1033.3396
Uruguay,1906,
Uzbekistan,1906,3.037
Vanuatu,1906,
Venezuela,1906,
Vietnam,1906,0.8354
World,1906,2594.112
Yemen,1906,
Zambia,1906,
Zimbabwe,1906,0.2528
Afghanistan,1907,
Albania,1907,
Algeria,1907,
Angola,1907,
Antigua & Barbuda,1907,
Argentina,1907,6.2544
Armenia,1907,0.3514
Australia,1907,15.4767
Austria,1907,42.1177
Azerbaijan,1907,1.3382
"Bahamas, The",1907,
Bahrain,1907,
Bangladesh,1907,
Barbados,1907,
Belarus,1907,2.899
Belgium,1907,58.3236
Belize,1907,
Benin,1907,
Bhutan,1907,
Bolivia,1907,
Bosnia & Herzegovina,1907,0.1887
Botswana,1907,
Brazil,1907,3.4515
Brunei,1907,
Bulgaria,1907,0.4543
Burkina Faso,1907,
Burundi,1907,
Cambodia,1907,
Cameroon,1907,
Canada,1907,46.9908
Cape Verde,1907,
Central African Republic,1907,
Chad,1907,
Chile,1907,2.1801
China,1907,16.8397
Colombia,1907,
Comoros,1907,
"Congo, Dem. Rep.",1907,
"Congo, Rep.",1907,
Cook Islands,1907,
Costa Rica,1907,
Cote d'Ivoire,1907,
Croatia,1907,0.2046
Cuba,1907,
Cyprus,1907,
Czech Republic,1907,42.9712
Denmark,1907,5.8331
Djibouti,1907,
Dominica,1907,
Dominican Republic,1907,
Ecuador,1907,
Egypt,1907,
El Salvador,1907,
Equatorial Guinea,1907,
Eritrea,1907,
Estonia,1907,0.7402
Ethiopia,1907,
European Union (15),1907,1240.3593
European Union (28),1907,1399.8244
Fiji,1907,
Finland,1907,0.8867
France,1907,145.5964
Gabon,1907,
"Gambia, The",1907,
Georgia,1907,0.6123
Germany,1907,442.1825
Ghana,1907,
Greece,1907,0.4287
Grenada,1907,
Guatemala,1907,
Guinea,1907,
Guinea-Bissau,1907,
Guyana,1907,
Haiti,1907,
Honduras,1907,
Hungary,1907,10.2042
Iceland,1907,
India,1907,23.816
Indonesia,1907,5.2945
Iran,1907,0
Iraq,1907,
Ireland,1907,
Israel,1907,
Italy,1907,22.8084
Jamaica,1907,
Japan,1907,
Jordan,1907,
Kazakhstan,1907,6.6647
Kenya,1907,
Kiribati,1907,
"Korea, Dem. Rep. (North)",1907,
"Korea, Rep. (South)",1907,
Kuwait,1907,
Kyrgyzstan,1907,0.4177
