 dMIcz6q--8CI6geUef92iqrwdR"" >Infinology&nbsp;Corp.</a>, <a href=3D""http://c=
 lickthru.online.com/Click?q=3D39-7QgMIjI6y-waTUCCGLs-y39w-_cR"" >$59</a><br>=
 <b>2.</b>&nbsp;<a href=3D""http://clickthru.online.com/Click?q=3D4e-0Y95InZA=
 4ufV6aJIKlsTn8N_JjiR"" >ReadyHosting.com</a>, <a href=3D""http://clickthru.on=
 line.com/Click?q=3D63-tPKjIHWSsaa7VWtg_9-hwkp_WElR"" >$4.12</a><br><b>3.</b>=
 &nbsp;<a href=3D""http://clickthru.online.com/Click?q=3D78-d5asIdUDx-1LLqR5v=
 nMUN5xspo4R"" >Aplus.Net</a>, <a href=3D""http://clickthru.online.com/Click?q=
 =3D8d-nbL1Q7no54XkOhpIiSupcptbPMuR"" >$79.95</a><br><b>4.</b>&nbsp;<a href=
 =3D""http://clickthru.online.com/Click?q=3Da2-6-M7QXZxTvb9b-K9R0CGk_HtsosR"" =
 >One&nbsp;World&nbsp;Hosting</a>, <a href=3D""http://clickthru.online.com/Cl=
 ick?q=3Db8-smr2QQUwcaz9HOOlq9S_p8qkEi9R"" >$10</a><br><b>5.</b>&nbsp;<a href=
 =3D""http://clickthru.online.com/Click?q=3Dcd-VHhSQzsKThHat4OFjAi_TOlRfXuR"" =
 >Superb&nbsp;Internet</a>, <a href=3D""http://clickthru.online.com/Click?q=
 =3De2-J1OpQhyziskjKKBENBEZdihv9KsR"" >$5</a><br><br></font><font face=3D""ari=
 al, helvetica"" size=3D-1><a href=3D""http://clickthru.online.com/Click?q=3Df=
 7-N0QnQLgzoJWajWNlrZIGiR6ImOZR"" ><b>More providers</b></a></font><br></td><=
 /tr></table>
 <!-- /most popular NEWSLETTER -->
 
 <br>
 
 <!-- Vertical Brick -->
  <IMG alt=3D""Also from CNET"" height=3D20 src=3D""http://home.cnet.com/Ads/Me=
 dia/Images/RHC_ALSOfromCNETnet.gif"" width=3D150 NOSEND=3D""1""><BR>
 <TABLE border=3D0 cellPadding=3D2 cellSpacing=3D0 width=3D150><TBODY><TR vA=
 lign=3Dtop>
 <TD><FONT face=3D""arial, helvetica"" size=3D-1><B>
 
 <a href=3D""http://clickthru.online.com/Click?q=3D0c-_Y3DIc8HTzkCJaQWDjP2qJ1=
 3b4dR"" >Live tech help now</a><p>=20
 <a href=3D""http://clickthru.online.com/Click?q=3D21-UPROIjdDVFrmG_8oQqYoj1c=
 TQ4cR"" >May's Editors' Choice</a><p> =20
 <a href=3D""http://clickthru.online.com/Click?q=3D36-wg7-IiI4oUHRfj_MxvH3Qai=
 nXQRR"" >1 million open jobs</a><p>=20
 <a href=3D""http://clickthru.online.com/Click?q=3D4b-k_l7IBUPPQwb39aP9VA35c5=
 4JMlR"" >News.com: Top CIOs</a> <p>=20
 <a href=3D""http://clickthru.online.com/Click?q=3D61-x9oAIoLj9Wf2Yu24JYndFK-=
 AWlrR"" >ZDNet: PeopleSoft </a>=20
 
 </B></FONT></TD>
 </TR></TBODY></TABLE></P>
 <!-- End Vertical Brick-->
 
 
 
 
 </td><td width=3D9 rowspan=3D2><img src=3D""http://www.cnet.com/i/nl/dd_c.gi=
 f"" width=3D9 height=3D60><br>
 <table width=3D9 cellpadding=3D0 cellspacing=3D0 border=3D0>
 =09<tr><td bgcolor=3D""#000000""><img src=3D""http://www.cnet.com/b.gif"" width=
 =3D9 height=3D1></td></tr>
 =09<tr><td bgcolor=3D""#ffccoo""><img src=3D""http://www.cnet.com/b.gif"" width=
 =3D1 height=3D10></td></tr>
 =09<tr><td bgcolor=3D""#000000""><img src=3D""http://www.cnet.com/b.gif"" width=
 =3D1 height=3D1></td></tr>
 </table></td>
 =09<td width=3D1 bgcolor=3D""#000000"" rowspan=3D2><table width=3D1 cellpaddi=
 ng=3D0 cellspacing=3D0 border=3D0>
 =09<tr><td bgcolor=3D""#eeeeee""><img src=3D""http://www.cnet.com/b.gif"" width=
 =3D1 height=3D60></td></tr>
 </table></td></tr>
 <tr valign=3Dtop>
 =09<td width=3D1 bgcolor=3D""#000000""><img src=3D""http://home.cnet.com/b.gif=
 "" width=3D""1"" height=3D""1"" border=3D""0""></td>
 =09<td width=3D10 bgcolor=3D""#ffcc00""><img src=3D""http://home.cnet.com/b.gi=
 f"" width=3D""10"" height=3D""1"" border=3D""0""><br></td>
 =09<td width=3D1 bgcolor=3D""#000000""><img src=3D""http://home.cnet.com/b.gif=
 "" width=3D""1"" height=3D""1"" border=3D""0""></td>
 =09<td width=3D410 bgcolor=3D""#ffffff"">
 =09=09<table cellpadding=3D0 cellspacing=3D0 border=3D0 width=3D410 bgcolor=
 =3D""#ffffef"">
 =09=09=09<tr valign=3Dtop>
 =09=09=09<td width=3D10><img src=3D""http://home.cnet.com/b.gif"" alt=3D"""" wi=
 dth=3D""10"" height=3D""1"" border=3D""0""><br></td>
 =09=09=09<td width=3D412>
 =09=09
 =09=09=09<img src=3D""http://home.cnet.com/b.gif"" width=3D""1"" height=3D""3"" b=
 order=3D""0""><br>
 =09=09=09<img src=3D""http://home.cnet.com/b.gif"" width=3D""10"" height=3D""1"" =
 border=3D""0""><font face=3D""Arial, Helvetica"" size=3D""-2"">July 11, 2002</fon=
 t><br>
 =09=09=09<img src=3D""http://home.cnet.com/b.gif"" width=3D""1"" height=3D""3"" b=
 order=3D""0""><br>
 =09=09=09=09<table cellpadding=3D0 cellspacing=3D0 border=3D0 width=3D412>
 =09=09=09=09<tr valign=3Dtop>
 =09=09=09=09=09<td width=3D76 align=3Dright>
 =09=09=09=09=09=09<img src=3D""http://a.r.tv.com/cnet.1d/i/nl/sw/lindseyt.gi=
 f"" width=3D66 height=3D86><br>
 =09=09=09=09=09=09<font face=3D""arial, helvetica"" size=3D""-2"" color=3D""#666=
 666"">
 --<A HREF=3D""mailto:software_mailbag@cnet.com"">Lindsey Turrentine</A><br>
 Senior editor<br>
 CNET Software and Internet<br></font>
 =09=09=09</td><td width=3D10> </td>
 =09=09=09<td><font face=3D""Arial, Helvetica"">
 =09=09=09<font color=3D""#333333""><B>Dear Readers,</B></font><BR>
 =09=09=09<font size=3D""-1"">
 Your ISP, if it's anything like mine, works like a very large
 boat: It moves slowly, it turns slowly, and sometimes it leaks.
 Take rogue wireless networks, for example. For many months now,
 some mischievous entrepreneurs have been hacking into major ISP
 networks and siphoning off bandwidth for neighborhood wireless
 networks. Only now, months later, are broadband bigwigs <a href=3D""http://c=
 lickthru.online.com/Click?q=3D76-vJf7InBP3QcLqhr1okYP2r70U6iR"" ><B>doing
 something about it</b></a>. And what
 about ISP hackers? Could they break into your service provider?
 Probably. Thankfully, you can protect yourself against most of
 these leaks. Let Dan Tynan, our ISP guru, <a href=3D""http://clickthru.onlin=
 e.com/Click?q=3D8b-SBGBQY0y_2bkiJ1EYIEElDh4B1FR"" ><B>show you how</b></a>.
 <P>
 
 =09=09</td>
 =09=09=09</tr>
 =09=09=09=09</table>
 =09=09=09=09</td>
 =09=09=09=09<td width=3D8><img src=3D""http://home.cnet.com/b.gif"" alt=3D"""" =
 width=3D""8"" height=3D""1"" border=3D""0""><br></td>
 =09=09=09</tr>
 =09=09</table>
 <!--Info Button Bar Web Hosting -->
 <table cellpadding=3D0 width=3D""100%"">
   <tr>
     <td align=3Dcenter>
       <table width=3D""100%"" cellspacing=3D""0"" cellpadding=3D""0"" border=3D""0=
 "">
 =09    <tr>
 =09=09  <td align=3D""center"" colspan=3D""5""><img src=3D""http://www.cnet.com/=
 Ads/Media/Images/ad10-dk.gif"" width=3D""120"" height=3D""10"" alt=3D""advertisem=
 ent""></td>
         </tr>
         <tr valign=3D""middle"">
           <td colspan=3D""5"" bgcolor=3D""#999999"" height=3D""15"" class=3D""w""><=
 b class=3D""v1""><font face=3D""verdana,geneva,helvetica"" size=3D""-2"" color=3D=
 ""#ffffff""><b> Quick links to Services & Prices from these companies</b></fo=
 nt><br></td>
         </tr>
 =09=09<tr valign=3D""middle"" align=3D""center"" bgcolor=3D""#eeeeee"">
 =09=09  <td height=3D""35""> </td>
 =09=09  <FORM action=3Dhttp://www.cnet.com/cgi-acc/clickthru.acc method=3Dg=
 et>
 =09=09  <td width=3D""50%"" align=3D""center"">
 =09=09  <INPUT name=3Durl type=3Dhidden value=3Dhttp://home.cnet.com/go/to?=
 tag=3Dex.ws.ros.disptchbut.dellhost-disptch&destUrl=3Dhttp%3a%2f%2fwebservi=
 ces.cnet.com%2fcgi%2fpremier.asp%3fcid%3d1006102><INPUT type=3Dsubmit value=
 =3D""    DellHost    ""></td></form><FORM action=3Dhttp://www.cnet.com/cgi-ac=
 c/clickthru.acc method=3Dget>
 =09=09  <td width=3D""50%"" align=3D""center"">
 =09=09  <INPUT name=3Durl type=3Dhidden value=3Dhttp://home.cnet.com/go/to?=
 tag=3Dex.ws.ros.disptchbut.aplus-disptch&destUrl=3Dhttp%3a%2f%2fwebservices=
 .cnet.com%2fcgi%2fpremier.asp%3fcid%3d1000015> <INPUT type=3Dsubmit value=
 =3D""    Aplus.Net   ""></td></form>
 =09=09  <td> </td>
 =09=09</tr>
 =09  </table>   =20
 =09</td>
   </tr>
 </table>
 <!--/Info Button Bar Web Hosting -->
 =09<!-- bottom rule -->
 =09<table cellpadding=3D0 cellspacing=3D0 border=3D0 width=3D410>
 =09<tr valign=3Dtop>
 =09=09<td bgcolor=3D""#F7D69C""><img src=3D""http://home.cnet.com/b.gif"" width=
 =3D""1"" height=3D""1"" border=3D""0""></td>
 =09</tr>
 =09</table>
 =09
 <table border=3D""0"" width=3D""100%"" cellpadding=3D""10"" cellspacing=3D""0"">
 <tr><td>
 <img src=3D""http://www.cnet.com/i/gl/new-cc.gif"" alt=3D""Crucial Clicks"" wid=
 th=3D""120"" height=3D""19"" border=3D""0""><br>
 <table width=3D""100%""  cellpadding=3D""0"" cellspacing=3D""0"" border=3D""0"" bgc=
 olor=3D""#ffffff"">
 <tr bgcolor=3D""#cccccc""><td colspan=3D""7""><img src=3D""http://home.cnet.com/=
 b.gif"" width=3D""1"" height=3D""1"" border=3D""0""></td></tr>
 <tr>
 <td bgcolor=3D""#cccccc"" rowspan=3D""3""><img src=3D""http://home.cnet.com/b.gi=
 f"" height=3D1 width=3D1></td>
 <td rowspan=3D""3""><img src=3D""http://home.cnet.com/b.gif"" height=3D1 width=
 =3D5></td>
 <td colspan=3D""3""><img src=3D""http://home.cnet.com/b.gif"" height=3D5 width=
 =3D1></td>
 <td rowspan=3D""3""><img src=3D""http://home.cnet.com/b.gif"" height=3D1 width=
 =3D5></td>
 <td bgcolor=3D""#cccccc"" rowspan=3D""3""><img src=3D""http://home.cnet.com/b.gi=
 f"" height=3D1 width=3D1></td>
 </tr>
 <tr valign=3D""top"">
 <td width=3D""100%"">
 =09<table width=3D""100%""  cellpadding=3D""0"" cellspacing=3D""0"" border=3D""0"">
 =09<tr valign=3D""top"">
 =09<td width=3D""85""><a href=3D""http://clickthru.online.com/Click?q=3Da0-11h=
 8QQBqXB2HwGiUByjw2PB1s79R"" ><img src=3D""http://a.r.tv.com/cnet.1d/i/p/03210=
 2_megapixcameras.jpg"" width=3D""85"" height=3D""110"" border=3D""0"" alt=3D"""" /><=
 /a></td>
 =09<td width=3D""5""><img src=3D""http://home.cnet.com/b.gif"" height=3D1 width=
 =3D5></td>
 =09<td width=3D""100%""><font face=3D""arial, helvetica"" size=3D""-1""><a href=
 =3D""http://clickthru.online.com/Click?q=3Db5-50FcQ7U7vBndU_R1PHq15ZNEEZuR"" =
 ><b>5-megapixel shoot-out</b></a><br />Not all high-res cameras were create=
 d alike. We put four to the test to find out what sets each apart.</font></=
 td>
 =09</tr>
 =09<tr><td colspan=3D""3""><img src=3D""http://home.cnet.com/b.gif"" height=3D3=
  width=3D1><br /><font face=3D""arial, helvetica"" size=3D""-1"">
 =09&#149; <a href=3D""http://clickthru.online.com/Click?q=3Dca-iciuQUgFRmzCV=
 TQcl8jfOfRHHUsR"" >Cameras coming soon</a><br />
 =09&#149; <a href=3D""http://clickthru.online.com/Click?q=3De0-cISRQfDH08pTG=
 wYkPhB7mxUT9A9R"" >Point-and-shoot picks</a><br />
 =09</font></td></tr>
 =09</table>
 </td>
 <td><img src=3D""http://home.cnet.com/b.gif"" height=3D1 width=3D5></td>
 <td width=3D""180"">
 =09<table cellpadding=3D""0"" cellspacing=3D""0"" width=3D""180"" border=3D""0"" bg=
 color=3D""#ffffef"">
 =09<tr><td colspan=3D""5"" bgcolor=3D""#666666""><img src=3D""http://home.cnet.c=
 om/b.gif"" width=3D""1"" height=3D""1"" alt=3D"""" border=3D""0"" /></td></tr>
 =09<tr>
 =09<td bgcolor=3D""#666666""><img src=3D""http://home.cnet.com/b.gif"" width=3D=
 ""1"" height=3D""1"" alt=3D"""" border=3D""0"" /></td>
 =09<td><img src=3D""http://home.cnet.com/b.gif"" width=3D""10"" height=3D""1"" al=
 t=3D"""" border=3D""0"" /></td>
 =09<td><font face=3D""ms sans serif, geneva"" size=3D""-2""><img src=3D""http://=
 home.cnet.com/b.gif"" width=3D""1"" height=3D""5"" alt=3D"""" border=3D""0"" /><br /=
 >
 =09<font face=3D""arial, helvetica"" color=3D""#666666"" size=3D""-1""><b>Most po=
 pular</b></font><br /><img src=3D""http://home.cnet.com/b.gif"" width=3D""1"" h=
 eight=3D""5"" alt=3D"""" border=3D""0"" /><br />
 =09<b>Desktops</b><br /><img src=3D""http://home.cnet.com/b.gif"" width=3D""1""=
  height=3D""7"" alt=3D"""" border=3D""0"" /><br />
 =091. <a href=3D""http://clickthru.online.com/Click?q=3Df5-lTbRQgwx1jamoZg6D=
 mLwgkaZmRuR"" >Dell Dimension 4400</a><br /><img src=3D""http://home.cnet.com=
 /b.gif"" width=3D""1"" height=3D""3"" alt=3D"""" border=3D""0"" /><br />
 =092. <a href=3D""http://clickthru.online.com/Click?q=3D0a-ZnKCIrrscy9q3rUBw=
 hq6GOxuYzsR"" >Sony VAIO PCV-RX650</a><br /><img src=3D""http://home.cnet.com=
 /b.gif"" width=3D""1"" height=3D""3"" alt=3D"""" border=3D""0"" /><br />
 =093. <a href=3D""http://clickthru.online.com/Click?q=3D1f-rvwqI58w5nHc5A01x=
 mYgHobjqmZR"" >Dell Dimension 4400 for Home</a><br /><img src=3D""http://home=
 .cnet.com/b.gif"" width=3D""1"" height=3D""3"" alt=3D"""" border=3D""0"" /><br />
 =094. <a href=3D""http://clickthru.online.com/Click?q=3D34-pJpSIcd81RqArU33_=
 tvVyn4IcgdR"" >Dell Dimension 8200</a><br /><img src=3D""http://home.cnet.com=
 /b.gif"" width=3D""1"" height=3D""3"" alt=3D"""" border=3D""0"" /><br />
 =095. <a href=3D""http://clickthru.online.com/Click?q=3D49-ZM4cIEpSeyU90gbVX=
 4RVXFO5JSrR"" >Dell Optiplex GX240</a><br /><img src=3D""http://home.cnet.com=
 /b.gif"" width=3D""1"" height=3D""6"" alt=3D"""" border=3D""0"" /><br />
 =09<img src=3D""http://a.r.tv.com/cnet.1d/i/fd/yl_arrow.gif"" width=3D""13"" he=
 ight=3D""13"" border=3D""0"" alt=3D"""" align=3D""absmiddle"" /> <b><a href=3D""http=
 ://clickthru.online.com/Click?q=3D5e-ssGdIn06t0yIdenhsnStcVTQzciR"" >See all=
  most popular</a></b><br />
 =09<img src=3D""http://home.cnet.com/b.gif"" width=3D""1"" height=3D""10"" alt=3D=
 """" border=3D""0"" /><br />
 =09</font></td>
 =09<td><img src=3D""http://home.cnet.com/b.gif"" width=3D""10"" height=3D""1"" al=
 t=3D"""" border=3D""0"" /></td>
 =09<td bgcolor=3D""#666666""><img src=3D""http://home.cnet.com/b.gif"" width=3D=
 ""1"" height=3D""1"" alt=3D"""" border=3D""0"" /></td>
 =09</tr>
 =09<tr><td colspan=3D""5"" bgcolor=3D""#666666""><img src=3D""http://home.cnet.c=
 om/b.gif"" width=3D""1"" height=3D""1"" alt=3D"""" border=3D""0"" /></td></tr>
 =09</table>
 </td>
 </tr>
 <tr valign=3D""top""><td colspan=3D""3""><img src=3D""http://home.cnet.com/b.gif=
 "" height=3D5 width=3D1></td></tr>
 <tr><td colspan=3D""7"" bgcolor=3D""#cccccc""><img src=3D""http://home.cnet.com/=
 b.gif"" height=3D1 width=3D1></td></tr>
 </table>
 <!-- /Leads Module -->
 
 </td></tr>
 
 
 
 
 
 <tr><td>
 <font face=3D""Arial, Helvetica"">=09=09=09
 <img src=3D""http://www.cnet.com/i/nl/sh/sub_feat.gif"" alt=3D""Review"" width=
 =3D""150"" height=3D""19"" border=3D""0""><br>
 <img src=3D""http://home.cnet.com/i/nl/rule.gif"" width=3D""410"" height=3D""8"" =
 border=3D""0""><br>
 <!-- Reviews gif=20
 <table cellpadding=3D0 cellspacing=3D0 border=3D0 width=3D93 align=3Dleft>
 <tr><td><img src=3D""http://a.r.tv.com/cnet.1d/i/p/082801ie6.jpg"" width=3D""8=
 5"" height=3D""110"" border=3D""0""></td></tr>
 </table>
 End Reviews gif -->
 <font face=3D""arial, helvetica""><b>
 <a href=3D""http://clickthru.online.com/Click?q=3D74-VAV8IZZSNagNWyQRYG8Y0gS=
 PZxnR"" >This week in Internet Services</a></b><br>
 <font size=3D""-1"">
 Big broadband providers are ticked off about Wi-Fi hot spots.
 In fact, both AT&amp;T Broadband and Time Warner Cable have begun
 campaigns to stop subscribers from sharing their accounts with
 others at no charge. Also this week: we review Yahoo""s new
 dial-up service.
 </font><p>
 <font face=3D""arial, helvetica""><b>
 <a href=3D""http://clickthru.online.com/Click?q=3D89-h28bQ-J1Q02IDqlkUMBXB6W=
 5WWcR"" >Is your ISP safe from hackers?</a></b><br>
 <font size=3D""-1"">
 Surely, the folks who run your ISP have thought good and hard
 about security issues, but should you count on their skills to
 ward off intruders? Not wise, says our ISP expert. In this
 week""s column, Dan Tynan takes security matters into his own
 hands and shows you how to protect yourself.
 </font><p>
 
 <p>
 <!-- Scoop -->
 <img src=3D""http://www.cnet.com/i/nl/ws/sub_scoop.gif"" width=3D150 height=
 =3D19 alt=3D""The Scoop""><br>
 <img src=3D""http://www.cnet.com/i/nl/rule.gif"" width=3D410 height=3D8><br>
 <b><a href=3D""http://clickthru.online.com/Click?q=3D9e-tWQoQtMQJbivW7oHSCN0=
 U7nQUDRR"" >Domain names</a></b><br>
 <font size=3D""-1"">
 A domain name provides an online identity and contact point for
 your business, organization, or project. Almost every transaction
 on the Internet relies upon a domain name to conduct commerce,
 display Web pages, deliver e-mail, and more. Secure your own
 domain here.
 </font><br>
 <!-- End Scoop -->
 <br>
 <p>
 <!-- this week -->
 <img src=3D""http://www.cnet.com/i/nl/ws/sub_news.gif"" width=3D150 height=3D=
 19 alt=3D""This Week in News""><br>
 <img src=3D""http://www.cnet.com/i/nl/rule.gif"" width=3D410 height=3D8><br>
 <b><a href=3D""http://clickthru.online.com/Click?q=3Db3-QHzxQYKTqPwMqy4AE64q=
 DAwrPGFR"" ><b>Comcast shareholders bless AT&T deal</b></a></b><br>
 <font size=3D""-1"">
 Comcast shareholders on Wednesday approved the cable television
 company's $27 billion purchase of larger rival AT&T Broadband,
 which will create the nation's largest cable TV operator with
 more than 22 million customers.
 </font><br>
 <p>
 <b><a href=3D""http://clickthru.online.com/Click?q=3Dc8-2lPnQWOzdKSAi4xMKE-n=
 Fr99H29R"" >U.S. Attorney investigates Qwest=20
 </a></b><br>
 <font size=3D""-1"">
 Qwest Communications International, the number-four U.S. local
 telephone carrier, said Wednesday that the U.S. Attorney's office
 in Denver has begun a criminal investigation of the company.
 </font><br>
 <p>
 
 <!-- CNET WEEKLY tip -->
 <img src=3D""http://www.cnet.com/i/nl/ws/sub_tip.gif"" width=3D150 height=3D1=
 9 alt=3D""Tip of the Week""><br>
 <img src=3D""http://www.cnet.com/i/nl/rule.gif"" width=3D410 height=3D8><br>
 
 <b><a href=3D""http://clickthru.online.com/Click?q=3Ddd-tpm0QzWd3KwOlvmGZP85=
 eXsJh-uR"" >Antivirus guide 2002</a></b><br>
 <font size=3D""-1"">
 You want to protect your PC, of course. But how? We""ll walk you
 through some of your best antivirus options. Our reviewers
 looked at 10 top antivirus products and sorted out the features
 and levels of protection found in each.
 <br>
 </font>
 <br>
 
 
 <p>
 <img src=3D""http://home.cnet.com/i/dp/oncnet.gif"" alt=3D""On the CNET Networ=
 k"" width=3D""172"" height=3D""14"" border=3D""0""><br>
 <img src=3D""http://home.cnet.com/i/nl/rule.gif"" width=3D""410"" height=3D""8"" =
 border=3D""0""><br>
 
 <table width=3D""410"" cellpadding=3D0 cellspacing=3D0 border=3D0><tr valign=
 =3Dtop>
 <td><font face=3D""arial, helvetica"" size=3D""-1""><b><ul>
 <li><a href=3D""http://clickthru.online.com/Click?q=3Df2-OZVTQUwWCP2AgW10pvV=
 di5Z7edsR"" >Tech Trends</a>
 <li><a href=3D""http://clickthru.online.com/Click?q=3D07-HqCzI5rq9XaOumHiqzU=
 brvLkiDZR"" >Hardware</a>
 <li><a href=3D""http://clickthru.online.com/Click?q=3D1c-cs_iIFr43L2_OlNn9kg=
 Ga2oXqGdR"" >Software</a>
 <li><a href=3D""http://clickthru.online.com/Click?q=3D31-V_YRIjMsDVYpq0uyLxj=
 kqVAXXbcR"" >Shopping</a>
 <li><a href=3D""http://clickthru.online.com/Click?q=3D46-19zwInpDS3qrjRaa1cN=
 0535V0YiR"" >Downloads</a>
 </ul><b></font></td>
 <td><font face=3D""arial, helvetica"" size=3D""-1""><b><ul>
 <li><a href=3D""http://clickthru.online.com/Click?q=3D5c-BnjPIZnPbrLr5mC53xl=
 Zk0f-IonR"" >News</a>
 <li><a href=3D""http://clickthru.online.com/Click?q=3D71-GwdUIEZcfByHz91qwuB=
